,User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration
639,640,basic,13,20-11-22,30-06-23,united states,50,es nan,laptop,1 month
640,641,premium,12,21-11-22,29-06-23,united states,33,es nan,tablet,1 month
641,642,basic,11,19-11-22,01-07-23,canada,27,es nan,laptop,1 month
642,643,standard,11,28-10-22,27-06-23,united kingdom,50,es nan,smartphone,1 month
643,644,standard,15,27-10-22,29-06-23,australia,47,es nan,laptop,1 month
644,645,basic,13,27-10-22,29-06-23,germany,41,es nan,laptop,1 month
645,646,premium,10,27-10-22,30-06-23,france,49,es nan,laptop,1 month
646,647,basic,15,25-10-22,28-06-23,brazil,32,es nan,smart tv,1 month
647,648,standard,10,17-10-22,28-06-23,mexico,38,es nan,smartphone,1 month
648,649,premium,14,20-08-22,29-06-23,spain,38,es nan,smartphone,1 month
649,650,basic,15,16-08-22,29-06-23,italy,28,es nan,smart tv,1 month
650,651,premium,13,15-08-22,29-06-23,spain,31,es nan,tablet,1 month
651,652,basic,14,15-08-22,29-06-23,spain,39,es nan,smartphone,1 month
652,653,standard,11,29-07-22,29-06-23,united states,28,es nan,smartphone,1 month
653,654,standard,12,17-07-22,28-06-23,canada,30,es nan,smartphone,1 month
654,655,basic,11,26-07-22,29-06-23,united states,42,es nan,tablet,1 month
655,656,premium,14,31-07-22,29-06-23,united states,33,es nan,laptop,1 month
656,657,basic,14,03-08-22,29-06-23,canada,34,es nan,smart tv,1 month
657,658,standard,13,04-08-22,29-06-23,united kingdom,49,es nan,smart tv,1 month
658,659,premium,13,03-08-22,29-06-23,australia,41,es nan,laptop,1 month
659,660,basic,12,27-06-22,29-06-23,germany,28,es nan,smart tv,1 month
660,661,premium,14,27-06-22,28-06-23,france,49,es nan,laptop,1 month
661,662,basic,15,15-06-22,29-06-23,brazil,49,es nan,tablet,1 month
662,663,standard,11,13-06-22,29-06-23,mexico,36,es nan,tablet,1 month
663,664,standard,11,12-06-22,30-06-23,spain,31,es nan,smart tv,1 month
664,665,basic,10,18-06-22,28-06-23,italy,38,es nan,smartphone,1 month
665,666,premium,15,26-06-22,29-06-23,spain,34,es nan,tablet,1 month
666,667,basic,11,30-06-22,30-06-23,spain,51,es nan,smartphone,1 month
667,668,standard,13,03-07-22,30-06-23,united states,49,es nan,smart tv,1 month
668,669,premium,13,19-06-22,28-06-23,canada,27,es nan,tablet,1 month
669,670,basic,10,08-06-22,29-06-23,united states,38,es nan,smart tv,1 month
670,671,basic,10,08-06-22,30-06-23,united states,51,es nan,tablet,1 month
671,672,basic,14,09-06-22,30-06-23,canada,47,es nan,tablet,1 month
672,673,standard,15,09-06-22,27-06-23,united kingdom,37,es nan,smartphone,1 month
673,674,premium,13,10-06-22,28-06-23,australia,37,es nan,laptop,1 month
674,675,basic,11,11-06-22,29-06-23,germany,39,es nan,tablet,1 month
675,676,basic,11,13-06-22,29-06-23,france,31,es nan,smartphone,1 month
676,677,premium,13,17-06-22,28-06-23,brazil,36,es nan,smart tv,1 month
677,678,standard,15,27-06-22,28-06-23,mexico,42,es nan,smart tv,1 month
678,679,standard,11,05-07-22,29-06-23,spain,49,es nan,laptop,1 month
679,680,basic,15,07-07-22,29-06-23,italy,44,es nan,laptop,1 month
680,681,premium,11,16-07-22,28-06-23,spain,33,es nan,laptop,1 month
681,682,standard,11,23-07-22,27-06-23,spain,42,es nan,tablet,1 month
682,683,basic,13,03-08-22,29-06-23,united states,39,es nan,smartphone,1 month
683,684,standard,10,11-08-22,29-06-23,canada,49,es nan,smartphone,1 month
684,685,premium,12,15-08-22,30-06-23,united states,31,es nan,smartphone,1 month
685,686,basic,14,18-08-22,28-06-23,united states,37,es nan,tablet,1 month
686,687,premium,13,26-08-22,29-06-23,canada,30,es nan,tablet,1 month
687,688,standard,10,03-09-22,28-06-23,united kingdom,42,es nan,smartphone,1 month
688,689,basic,15,04-09-22,29-06-23,australia,37,es nan,smart tv,1 month
689,690,standard,15,05-09-22,30-06-23,germany,36,es nan,laptop,1 month
690,691,premium,11,01-09-22,29-06-23,france,28,es nan,laptop,1 month
691,692,basic,15,31-08-22,30-06-23,brazil,36,es nan,tablet,1 month
692,693,standard,14,01-09-22,29-06-23,mexico,31,es nan,tablet,1 month
693,694,premium,14,17-09-22,01-07-23,spain,46,es nan,smart tv,1 month
694,695,basic,13,21-09-22,28-06-23,italy,28,es nan,laptop,1 month
695,696,premium,15,29-09-22,01-07-23,spain,31,es nan,tablet,1 month
696,697,basic,12,06-10-22,29-06-23,spain,43,es nan,smart tv,1 month
697,698,standard,10,12-10-22,02-07-23,united states,28,es nan,laptop,1 month
698,699,standard,13,07-10-22,30-06-23,canada,32,es nan,smartphone,1 month
699,700,basic,12,04-10-22,30-06-23,united states,31,es nan,laptop,1 month
700,701,premium,11,24-09-22,28-06-23,united states,45,es nan,smart tv,1 month
701,702,basic,14,25-09-22,01-07-23,canada,36,es nan,smartphone,1 month
702,703,standard,14,27-09-22,30-06-23,united kingdom,35,es nan,laptop,1 month
703,704,premium,13,30-09-22,01-07-23,australia,27,es nan,tablet,1 month
704,705,basic,13,04-10-22,28-06-23,germany,32,es nan,laptop,1 month
705,706,premium,12,24-10-22,01-07-23,france,46,es nan,smartphone,1 month
706,707,basic,12,28-10-22,30-06-23,brazil,36,es nan,smart tv,1 month
707,708,standard,13,02-11-22,01-07-23,mexico,39,es nan,laptop,1 month
708,709,standard,12,07-11-22,28-06-23,spain,48,es nan,smart tv,1 month
709,710,basic,10,10-11-22,30-06-23,italy,48,es nan,smart tv,1 month
710,711,premium,14,15-11-22,29-06-23,spain,27,es nan,laptop,1 month
711,712,basic,13,08-11-22,01-07-23,spain,45,es nan,tablet,1 month
712,713,standard,10,01-11-22,27-06-23,united states,30,es nan,laptop,1 month
713,714,premium,15,30-10-22,29-06-23,canada,29,es nan,tablet,1 month
714,715,basic,12,28-10-22,29-06-23,united states,43,es nan,laptop,1 month
715,716,premium,10,26-10-22,30-06-23,united states,43,es nan,laptop,1 month
716,717,basic,15,18-10-22,29-06-23,canada,39,es nan,tablet,1 month
717,718,standard,14,30-09-22,30-06-23,united kingdom,27,es nan,tablet,1 month
718,719,standard,10,03-09-22,29-06-23,australia,33,es nan,tablet,1 month
719,720,basic,10,23-08-22,29-06-23,germany,32,es nan,tablet,1 month
720,721,premium,10,16-08-22,29-06-23,france,37,es nan,tablet,1 month
721,722,basic,13,11-08-22,30-06-23,brazil,45,es nan,smartphone,1 month
722,723,standard,10,01-08-22,30-06-23,mexico,40,es nan,smartphone,1 month
723,724,premium,14,01-08-22,29-06-23,spain,44,es nan,laptop,1 month
724,725,basic,12,01-08-22,29-06-23,italy,29,es nan,tablet,1 month
725,726,premium,14,02-08-22,30-06-23,spain,50,es nan,laptop,1 month
726,727,basic,11,04-08-22,29-06-23,spain,32,es nan,laptop,1 month
727,728,standard,14,04-08-22,29-06-23,united states,39,es nan,laptop,1 month
728,729,standard,15,07-07-22,30-06-23,canada,43,es nan,smartphone,1 month
729,730,basic,12,27-06-22,30-06-23,united states,49,es nan,smartphone,1 month
730,731,premium,13,19-06-22,29-06-23,united states,30,es nan,tablet,1 month
731,732,basic,12,19-06-22,29-06-23,canada,47,es nan,tablet,1 month
732,733,standard,10,18-06-22,29-06-23,united kingdom,51,es nan,laptop,1 month
733,734,premium,14,19-06-22,30-06-23,australia,40,es nan,tablet,1 month
734,735,basic,14,24-06-22,28-06-23,germany,40,es nan,laptop,1 month
735,736,premium,11,30-06-22,30-06-23,france,49,es nan,smartphone,1 month
736,737,basic,15,02-07-22,30-06-23,brazil,43,es nan,tablet,1 month
737,738,standard,14,26-06-22,01-07-23,mexico,44,es nan,smartphone,1 month
738,739,standard,13,21-06-22,28-06-23,spain,27,es nan,smartphone,1 month
739,740,basic,14,16-06-22,29-06-23,italy,30,es nan,tablet,1 month
740,741,premium,14,09-06-22,30-06-23,spain,47,es nan,smart tv,1 month
741,742,basic,13,10-06-22,30-06-23,spain,51,es nan,smartphone,1 month
742,743,standard,15,10-06-22,28-06-23,united states,31,es nan,laptop,1 month
743,744,premium,13,11-06-22,29-06-23,canada,34,es nan,tablet,1 month
744,745,basic,11,12-06-22,30-06-23,united states,28,es nan,laptop,1 month
745,746,basic,15,15-06-22,30-06-23,united states,32,es nan,smartphone,1 month
746,747,basic,11,25-06-22,29-06-23,canada,41,es nan,smart tv,1 month
747,748,standard,13,30-06-22,28-06-23,united kingdom,40,es nan,smart tv,1 month
748,749,premium,12,06-07-22,30-06-23,australia,46,es nan,smart tv,1 month
749,750,basic,13,09-07-22,29-06-23,germany,47,es nan,smart tv,1 month
750,751,basic,14,18-07-22,29-06-23,france,45,es nan,laptop,1 month
751,752,premium,10,24-07-22,28-06-23,brazil,28,es nan,smartphone,1 month
752,753,standard,12,27-07-22,30-06-23,mexico,43,es nan,smartphone,1 month
753,754,standard,11,10-08-22,29-06-23,spain,41,es nan,laptop,1 month
754,755,basic,13,16-08-22,30-06-23,italy,32,es nan,tablet,1 month
755,756,premium,14,23-08-22,29-06-23,spain,44,es nan,smartphone,1 month
756,757,standard,11,03-09-22,30-06-23,spain,32,es nan,laptop,1 month
757,758,basic,12,04-09-22,29-06-23,united states,47,es nan,laptop,1 month
758,759,standard,14,05-09-22,29-06-23,canada,37,es nan,smart tv,1 month
759,760,premium,13,04-09-22,01-07-23,united states,40,es nan,smartphone,1 month
760,761,basic,11,31-08-22,29-06-23,united states,48,es nan,smart tv,1 month
761,762,premium,10,01-09-22,02-07-23,canada,48,es nan,laptop,1 month
762,763,standard,10,15-09-22,29-06-23,united kingdom,35,es nan,laptop,1 month
763,764,basic,15,18-09-22,03-07-23,australia,28,es nan,smart tv,1 month
764,765,standard,11,28-09-22,29-06-23,germany,35,es nan,smart tv,1 month
765,766,premium,13,30-09-22,01-07-23,france,43,es nan,smartphone,1 month
766,767,basic,15,07-10-22,29-06-23,brazil,39,es nan,laptop,1 month
767,768,standard,10,08-10-22,02-07-23,mexico,38,es nan,laptop,1 month
768,769,premium,14,08-10-22,30-06-23,spain,36,es nan,smart tv,1 month
769,770,basic,11,03-10-22,01-07-23,italy,42,es nan,laptop,1 month
770,771,premium,14,04-10-22,28-06-23,spain,27,es nan,tablet,1 month
771,772,basic,12,02-10-22,01-07-23,spain,48,es nan,laptop,1 month
772,773,standard,13,01-10-22,30-06-23,united states,27,es nan,smart tv,1 month
773,774,standard,15,03-10-22,02-07-23,canada,49,es nan,smartphone,1 month
774,775,basic,11,20-10-22,28-06-23,united states,29,es nan,tablet,1 month
775,776,premium,11,21-10-22,01-07-23,united states,44,es nan,laptop,1 month
776,777,basic,11,28-10-22,30-06-23,canada,31,es nan,smartphone,1 month
777,778,standard,13,03-11-22,01-07-23,united kingdom,33,es nan,tablet,1 month
778,779,premium,10,07-11-22,28-06-23,australia,36,es nan,smart tv,1 month
779,780,basic,15,12-11-22,30-06-23,germany,43,es nan,laptop,1 month
780,781,premium,14,13-11-22,29-06-23,france,30,es nan,smartphone,1 month
781,782,basic,13,02-11-22,01-07-23,brazil,44,es nan,laptop,1 month
782,783,standard,13,01-11-22,29-06-23,mexico,37,es nan,laptop,1 month
783,784,standard,14,31-10-22,30-06-23,spain,27,es nan,laptop,1 month
784,785,basic,12,28-10-22,29-06-23,italy,35,es nan,laptop,1 month
785,786,premium,13,24-10-22,30-06-23,spain,32,es nan,smart tv,1 month
786,787,basic,12,03-10-22,29-06-23,spain,49,es nan,laptop,1 month
787,788,standard,12,13-09-22,30-06-23,united states,45,es nan,tablet,1 month
788,789,premium,11,02-09-22,30-06-23,canada,33,es nan,smartphone,1 month
789,790,basic,14,30-08-22,30-06-23,united states,37,es nan,smartphone,1 month
790,791,premium,15,25-08-22,30-06-23,united states,29,es nan,smartphone,1 month
791,792,basic,12,11-08-22,30-06-23,canada,45,es nan,smart tv,1 month
792,793,standard,11,05-08-22,30-06-23,united kingdom,42,es nan,smartphone,1 month
793,794,standard,12,02-08-22,30-06-23,australia,32,es nan,smart tv,1 month
794,795,basic,11,03-08-22,01-07-23,germany,47,es nan,smartphone,1 month
795,796,premium,12,04-08-22,01-07-23,france,27,es nan,smart tv,1 month
796,797,basic,10,05-08-22,30-06-23,brazil,35,es nan,tablet,1 month
797,798,standard,15,12-07-22,30-06-23,mexico,35,es nan,laptop,1 month
798,799,premium,10,02-07-22,30-06-23,spain,48,es nan,tablet,1 month
799,800,basic,12,26-06-22,30-06-23,italy,36,es nan,smartphone,1 month
800,801,premium,10,22-06-22,29-06-23,spain,46,es nan,smartphone,1 month
801,802,basic,13,22-06-22,30-06-23,spain,33,es nan,smartphone,1 month
802,803,standard,14,19-06-22,01-07-23,united states,43,es nan,smart tv,1 month
803,804,standard,14,22-06-22,02-07-23,canada,47,es nan,smartphone,1 month
804,805,basic,15,27-06-22,28-06-23,united states,39,es nan,laptop,1 month
805,806,premium,15,01-07-22,30-06-23,united states,30,es nan,laptop,1 month
806,807,basic,11,28-06-22,30-06-23,canada,46,es nan,tablet,1 month
807,808,standard,13,25-06-22,01-07-23,united kingdom,39,es nan,smart tv,1 month
808,809,premium,10,22-06-22,28-06-23,australia,28,es nan,smartphone,1 month
809,810,basic,13,09-06-22,29-06-23,germany,38,es nan,smartphone,1 month
810,811,premium,13,10-06-22,30-06-23,france,36,es nan,laptop,1 month
811,812,basic,15,11-06-22,01-07-23,brazil,33,es nan,laptop,1 month
812,813,standard,10,11-06-22,28-06-23,mexico,50,es nan,smartphone,1 month
813,814,standard,10,12-06-22,29-06-23,spain,38,es nan,smartphone,1 month
814,815,basic,15,13-06-22,30-06-23,italy,29,es nan,smartphone,1 month
815,816,premium,15,18-06-22,30-06-23,spain,47,es nan,smart tv,1 month
816,817,basic,15,29-06-22,30-06-23,spain,31,es nan,tablet,1 month
817,818,standard,13,30-06-22,28-06-23,united states,40,es nan,tablet,1 month
818,819,premium,14,01-07-22,01-07-23,canada,50,es nan,laptop,1 month
819,820,basic,11,07-07-22,30-06-23,united states,43,es nan,tablet,1 month
820,821,basic,12,13-07-22,29-06-23,united states,35,es nan,laptop,1 month
821,822,basic,11,24-07-22,29-06-23,canada,36,es nan,laptop,1 month
822,823,standard,15,29-07-22,30-06-23,united kingdom,30,es nan,smartphone,1 month
823,824,premium,13,31-07-22,30-06-23,australia,47,es nan,smartphone,1 month
824,825,basic,12,09-08-22,30-06-23,germany,30,es nan,laptop,1 month
825,826,basic,11,18-08-22,01-07-23,france,37,es nan,smart tv,1 month
826,827,premium,15,20-08-22,30-06-23,brazil,34,es nan,smartphone,1 month
827,828,standard,15,30-08-22,30-06-23,mexico,33,es nan,smart tv,1 month
828,829,standard,10,01-09-22,29-06-23,spain,31,es nan,tablet,1 month
829,830,basic,13,02-09-22,03-07-23,italy,30,es nan,smartphone,1 month
830,831,premium,10,02-09-22,29-06-23,spain,35,es nan,smartphone,1 month
831,832,standard,14,15-09-22,02-07-23,spain,40,es nan,tablet,1 month
832,833,basic,13,17-09-22,29-06-23,united states,29,es nan,smartphone,1 month
833,834,standard,14,26-09-22,03-07-23,canada,34,es nan,smart tv,1 month
834,835,premium,12,27-09-22,29-06-23,united states,31,es nan,laptop,1 month
835,836,basic,15,04-10-22,01-07-23,united states,28,es nan,laptop,1 month
836,837,premium,12,06-10-22,29-06-23,canada,46,es nan,smart tv,1 month
837,838,standard,11,07-10-22,02-07-23,united kingdom,38,es nan,smartphone,1 month
838,839,basic,13,06-10-22,30-06-23,australia,35,es nan,laptop,1 month
839,840,standard,15,07-10-22,03-07-23,germany,49,es nan,smartphone,1 month
840,841,premium,13,06-10-22,29-06-23,france,42,es nan,smartphone,1 month
841,842,basic,14,06-10-22,02-07-23,brazil,37,es nan,laptop,1 month
842,843,standard,13,04-10-22,01-07-23,mexico,39,es nan,smartphone,1 month
843,844,premium,10,14-10-22,02-07-23,spain,47,es nan,smart tv,1 month
844,845,basic,12,19-10-22,29-06-23,italy,49,es nan,smartphone,1 month
845,846,premium,12,21-10-22,01-07-23,spain,35,es nan,laptop,1 month
846,847,basic,11,28-10-22,30-06-23,spain,36,es nan,smart tv,1 month
847,848,standard,11,01-11-22,02-07-23,united states,40,es nan,tablet,1 month
848,849,standard,10,12-11-22,29-06-23,canada,30,es nan,smart tv,1 month
849,850,basic,13,13-11-22,30-06-23,united states,51,es nan,smart tv,1 month
850,851,premium,15,09-11-22,30-06-23,united states,47,es nan,laptop,1 month
851,852,basic,12,08-11-22,01-07-23,canada,47,es nan,laptop,1 month
852,853,standard,14,06-11-22,30-06-23,united kingdom,39,es nan,tablet,1 month
853,854,premium,10,07-11-22,30-06-23,australia,49,es nan,smart tv,1 month
854,855,basic,12,02-11-22,01-07-23,germany,33,es nan,laptop,1 month
855,856,premium,10,06-10-22,30-06-23,france,32,es nan,smart tv,1 month
856,857,basic,15,16-09-22,30-06-23,brazil,40,es nan,smartphone,1 month
857,858,standard,14,10-09-22,30-06-23,mexico,40,es nan,laptop,1 month
858,859,standard,12,04-09-22,30-06-23,spain,51,es nan,tablet,1 month
859,860,basic,13,26-08-22,01-07-23,italy,50,es nan,smart tv,1 month
860,861,premium,14,14-08-22,01-07-23,spain,50,es nan,smart tv,1 month
861,862,basic,14,12-08-22,01-07-23,spain,47,es nan,smartphone,1 month
862,863,standard,12,10-08-22,30-06-23,united states,35,es nan,laptop,1 month
863,864,premium,11,10-08-22,01-07-23,canada,31,es nan,tablet,1 month
864,865,basic,15,04-08-22,01-07-23,united states,36,es nan,smartphone,1 month
865,866,premium,10,05-08-22,01-07-23,united states,41,es nan,smart tv,1 month
866,867,basic,13,17-07-22,30-06-23,canada,49,es nan,tablet,1 month
867,868,standard,12,16-07-22,01-07-23,united kingdom,34,es nan,tablet,1 month
868,869,standard,15,13-07-22,01-07-23,australia,30,es nan,tablet,1 month
869,870,basic,13,03-07-22,02-07-23,germany,38,es nan,laptop,1 month
870,871,premium,11,24-06-22,29-06-23,france,45,es nan,tablet,1 month
871,872,basic,14,21-06-22,01-07-23,brazil,42,es nan,laptop,1 month
872,873,standard,10,22-06-22,01-07-23,mexico,42,es nan,smart tv,1 month
873,874,premium,10,23-06-22,02-07-23,spain,31,es nan,smart tv,1 month
874,875,basic,14,26-06-22,29-06-23,italy,28,es nan,smart tv,1 month
875,876,premium,11,27-06-22,30-06-23,spain,44,es nan,tablet,1 month
876,877,basic,13,28-06-22,01-07-23,spain,30,es nan,smart tv,1 month
877,878,standard,13,28-06-22,02-07-23,united states,33,es nan,smartphone,1 month
878,879,standard,12,18-06-22,29-06-23,canada,42,es nan,tablet,1 month
879,880,basic,11,11-06-22,30-06-23,united states,31,es nan,smart tv,1 month
880,881,premium,11,11-06-22,01-07-23,united states,31,es nan,smartphone,1 month
881,882,basic,13,12-06-22,01-07-23,canada,46,es nan,smart tv,1 month
882,883,standard,15,13-06-22,29-06-23,united kingdom,28,es nan,tablet,1 month
883,884,premium,11,13-06-22,29-06-23,australia,50,es nan,tablet,1 month
884,885,basic,11,18-06-22,02-07-23,germany,34,es nan,tablet,1 month
885,886,premium,15,23-06-22,30-06-23,france,45,es nan,smart tv,1 month
886,887,basic,12,26-06-22,30-06-23,brazil,38,es nan,laptop,1 month
887,888,standard,13,29-06-22,29-06-23,mexico,42,es nan,laptop,1 month
888,889,standard,10,02-07-22,01-07-23,spain,45,es nan,smartphone,1 month
889,890,basic,10,06-07-22,30-06-23,italy,44,es nan,smart tv,1 month
890,891,premium,14,18-07-22,30-06-23,spain,50,es nan,smart tv,1 month
891,892,basic,15,29-07-22,30-06-23,spain,38,es nan,tablet,1 month
892,893,standard,13,30-07-22,01-07-23,united states,42,es nan,smart tv,1 month
893,894,premium,13,03-08-22,01-07-23,canada,50,es nan,smart tv,1 month
894,895,basic,10,15-08-22,30-06-23,united states,30,es nan,smartphone,1 month
895,896,basic,10,20-08-22,01-07-23,united states,47,es nan,smartphone,1 month
896,897,basic,14,21-08-22,30-06-23,canada,32,es nan,laptop,1 month
897,898,standard,11,30-08-22,02-07-23,united kingdom,31,es nan,tablet,1 month
898,899,premium,15,01-09-22,29-06-23,australia,37,es nan,laptop,1 month
899,900,basic,14,02-09-22,03-07-23,germany,32,es nan,smartphone,1 month
900,901,basic,12,04-09-22,30-06-23,france,29,es nan,smartphone,1 month
901,902,premium,12,10-09-22,02-07-23,brazil,28,es nan,tablet,1 month
902,903,standard,11,25-09-22,29-06-23,mexico,42,es nan,laptop,1 month
903,904,standard,12,27-09-22,03-07-23,spain,37,es nan,tablet,1 month
904,905,basic,13,01-10-22,30-06-23,italy,38,es nan,laptop,1 month
905,906,premium,13,06-10-22,02-07-23,spain,32,es nan,smart tv,1 month
906,907,standard,15,07-10-22,30-06-23,spain,48,es nan,laptop,1 month
907,908,basic,13,08-10-22,03-07-23,united states,46,es nan,smart tv,1 month
908,909,standard,14,08-10-22,01-07-23,canada,30,es nan,tablet,1 month
909,910,premium,10,08-10-22,03-07-23,united states,40,es nan,smart tv,1 month
910,911,basic,13,08-10-22,29-06-23,united states,29,es nan,smart tv,1 month
911,912,premium,15,08-10-22,02-07-23,canada,41,es nan,tablet,1 month
912,913,standard,15,10-10-22,01-07-23,united kingdom,32,es nan,laptop,1 month
913,914,basic,12,19-10-22,02-07-23,australia,44,es nan,smart tv,1 month
914,915,standard,15,20-10-22,29-06-23,germany,41,es nan,laptop,1 month
915,916,premium,12,26-10-22,01-07-23,france,50,es nan,smartphone,1 month
916,917,basic,14,29-10-22,30-06-23,brazil,33,es nan,tablet,1 month
917,918,standard,10,31-10-22,02-07-23,mexico,34,es nan,smart tv,1 month
918,919,premium,15,11-11-22,29-06-23,spain,40,es nan,smartphone,1 month
919,920,basic,14,09-11-22,01-07-23,italy,34,es nan,tablet,1 month
920,921,premium,14,09-11-22,01-07-23,spain,27,es nan,smart tv,1 month
921,922,basic,13,07-11-22,01-07-23,spain,34,es nan,tablet,1 month
922,923,standard,13,08-11-22,30-06-23,united states,28,es nan,tablet,1 month
923,924,standard,14,05-11-22,01-07-23,canada,37,es nan,smart tv,1 month
924,925,basic,10,25-10-22,01-07-23,united states,27,es nan,laptop,1 month
925,926,premium,13,23-10-22,02-07-23,united states,33,es nan,laptop,1 month
926,927,basic,11,20-10-22,02-07-23,canada,42,es nan,laptop,1 month
927,928,standard,11,14-10-22,01-07-23,united kingdom,49,es nan,smartphone,1 month
928,929,premium,13,29-08-22,30-06-23,australia,44,es nan,smart tv,1 month
929,930,basic,10,18-08-22,01-07-23,germany,47,es nan,laptop,1 month
930,931,premium,13,13-08-22,02-07-23,france,33,es nan,laptop,1 month
931,932,basic,11,11-08-22,02-07-23,brazil,37,es nan,smart tv,1 month
932,933,standard,10,11-08-22,01-07-23,mexico,35,es nan,laptop,1 month
933,934,standard,11,06-08-22,01-07-23,spain,34,es nan,smartphone,1 month
934,935,basic,10,07-08-22,02-07-23,italy,44,es nan,smartphone,1 month
935,936,premium,15,18-07-22,02-07-23,spain,29,es nan,tablet,1 month
936,937,basic,10,17-07-22,30-06-23,spain,38,es nan,smartphone,1 month
937,938,standard,14,15-07-22,02-07-23,united states,46,es nan,smart tv,1 month
938,939,premium,10,14-07-22,02-07-23,canada,29,es nan,tablet,1 month
939,940,basic,12,26-06-22,03-07-23,united states,48,es nan,smart tv,1 month
940,941,premium,10,26-06-22,29-06-23,united states,36,es nan,smart tv,1 month
941,942,basic,12,22-06-22,01-07-23,canada,43,es nan,laptop,1 month
942,943,standard,15,23-06-22,01-07-23,united kingdom,42,es nan,smart tv,1 month
943,944,standard,10,24-06-22,02-07-23,australia,50,es nan,tablet,1 month
944,945,basic,13,26-06-22,29-06-23,germany,39,es nan,laptop,1 month
945,946,premium,14,28-06-22,01-07-23,france,43,es nan,laptop,1 month
946,947,basic,10,29-06-22,02-07-23,brazil,50,es nan,tablet,1 month
947,948,standard,12,26-06-22,02-07-23,mexico,51,es nan,laptop,1 month
948,949,premium,14,26-06-22,30-06-23,spain,40,es nan,tablet,1 month
949,950,basic,10,20-06-22,30-06-23,italy,31,es nan,tablet,1 month
950,951,premium,12,18-06-22,03-07-23,spain,39,es nan,smartphone,1 month
951,952,basic,10,16-06-22,01-07-23,spain,49,es nan,tablet,1 month
952,953,standard,10,16-06-22,30-06-23,united states,34,es nan,laptop,1 month
953,954,standard,13,17-06-22,30-06-23,canada,38,es nan,smartphone,1 month
954,955,basic,15,20-06-22,02-07-23,united states,36,es nan,laptop,1 month
955,956,premium,10,24-06-22,01-07-23,united states,42,es nan,smart tv,1 month
956,957,basic,14,27-06-22,01-07-23,canada,50,es nan,tablet,1 month
957,958,standard,10,02-07-22,01-07-23,united kingdom,42,es nan,laptop,1 month
958,959,premium,14,04-07-22,02-07-23,australia,35,es nan,laptop,1 month
959,960,basic,15,15-07-22,30-06-23,germany,46,es nan,tablet,1 month
960,961,premium,15,23-07-22,01-07-23,france,48,es nan,laptop,1 month
961,962,basic,12,29-07-22,01-07-23,brazil,43,es nan,laptop,1 month
962,963,standard,13,01-08-22,01-07-23,mexico,51,es nan,tablet,1 month
963,964,standard,13,12-08-22,03-07-23,spain,45,es nan,smart tv,1 month
964,965,basic,10,14-08-22,30-06-23,italy,46,es nan,laptop,1 month
965,966,premium,12,16-08-22,04-07-23,spain,42,es nan,laptop,1 month
966,967,basic,10,26-08-22,30-06-23,spain,42,es nan,smartphone,1 month
967,968,standard,13,31-08-22,03-07-23,united states,50,es nan,tablet,1 month
968,969,premium,12,02-09-22,30-06-23,canada,28,es nan,smart tv,1 month
969,970,basic,15,03-09-22,03-07-23,united states,44,es nan,tablet,1 month
970,971,basic,10,05-09-22,01-07-23,united states,36,es nan,tablet,1 month
971,972,basic,14,10-09-22,02-07-23,canada,37,es nan,laptop,1 month
972,973,standard,12,17-09-22,01-07-23,united kingdom,36,es nan,smartphone,1 month
973,974,premium,13,28-09-22,03-07-23,australia,31,es nan,smartphone,1 month
974,975,basic,12,02-10-22,30-06-23,germany,36,es nan,smart tv,1 month
975,976,basic,15,05-10-22,03-07-23,france,39,es nan,laptop,1 month
976,977,premium,11,07-10-22,30-06-23,brazil,45,es nan,laptop,1 month
977,978,standard,13,08-10-22,03-07-23,mexico,29,es nan,smart tv,1 month
978,979,standard,15,08-10-22,01-07-23,spain,45,es nan,smartphone,1 month
979,980,basic,11,09-10-22,03-07-23,italy,29,es nan,smart tv,1 month
980,981,premium,10,09-10-22,30-06-23,spain,28,es nan,smart tv,1 month
981,982,standard,12,10-10-22,02-07-23,spain,42,es nan,smart tv,1 month
982,983,basic,11,14-10-22,01-07-23,united states,36,es nan,smartphone,1 month
983,984,standard,15,16-10-22,03-07-23,canada,39,es nan,smart tv,1 month
984,985,premium,11,21-10-22,29-06-23,united states,36,es nan,smart tv,1 month
985,986,basic,15,25-10-22,01-07-23,united states,49,es nan,laptop,1 month
986,987,premium,11,30-10-22,01-07-23,canada,32,es nan,tablet,1 month
987,988,standard,12,31-10-22,02-07-23,united kingdom,40,es nan,smartphone,1 month
988,989,basic,12,08-11-22,01-07-23,australia,34,es nan,smartphone,1 month
989,990,standard,15,09-11-22,01-07-23,germany,35,es nan,smartphone,1 month
990,991,premium,11,07-11-22,01-07-23,france,44,es nan,smart tv,1 month
991,992,basic,13,08-11-22,03-07-23,brazil,47,es nan,smartphone,1 month
992,993,standard,14,08-11-22,03-07-23,mexico,33,es nan,laptop,1 month
993,994,premium,11,31-10-22,02-07-23,spain,45,es nan,tablet,1 month
994,995,basic,14,28-10-22,01-07-23,italy,42,es nan,tablet,1 month
995,996,premium,15,25-10-22,02-07-23,spain,46,es nan,tablet,1 month
996,997,basic,14,18-10-22,02-07-23,spain,51,es nan,tablet,1 month
997,998,standard,15,25-09-22,02-07-23,united states,41,es nan,laptop,1 month
